Id,IndicatorCode,SpatialDimType,SpatialDim,TimeDimType,ParentLocationCode,ParentLocation,Dim1Type,Dim1,TimeDim,Dim2Type,Dim2,Dim3Type,Dim3,DataSourceDimType,DataSourceDim,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
7693391,MDG_0000000007,COUNTRY,BRA,YEAR,AMR,Americas,SEX,SEX_BTSX,2013,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_WQ1,,,25.1 [21.2-29.2],25.128703522,21.209511447,29.233362483,,2025-04-15T12:59:44.083+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
7698534,MDG_0000000007,COUNTRY,TUR,YEAR,EUR,Europe,SEX,SEX_BTSX,2016,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_WQ4,,,10.5 [8.7-12.4],10.50288307,8.743204516,12.379177835,,2025-04-15T12:59:44.083+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
7701005,MDG_0000000007,COUNTRY,BRA,YEAR,AMR,Americas,SEX,SEX_BTSX,2021,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_WQ4,,,12.2 [10.1-14.5],12.191414901,10.086067785,14.543968955,,2025-04-15T12:59:44.083+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
7704548,MDG_0000000007,COUNTRY,CHN,YEAR,WPR,Western Pacific,SEX,SEX_FMLE,2017,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_TOTL,,,8.7 [8.1-9.3],8.683583454,8.093706676,9.320010586,,2025-04-15T12:59:44.083+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
7710520,MDG_0000000007,COUNTRY,IND,YEAR,SEAR,South-East Asia,SEX,SEX_BTSX,2018,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_WQ2,,,43.2 [38.6-47.9],43.152390095,38.60995246,47.922438733,The UN IGME estimates are not the official statistics of India. The Sample Registration System (SRS) of ORGI is the official data source of India for all mortality estimates.,2025-04-15T12:59:44.083+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
7716922,MDG_0000000007,COUNTRY,AFG,YEAR,EMR,Eastern Mediterranean,SEX,SEX_BTSX,2015,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_TOTL,,,72.4 [64.3-81.1],72.438705539,64.325769384,81.105477963,,2025-04-15T12:59:44.083+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
7717378,MDG_0000000007,COUNTRY,NGA,YEAR,AFR,Africa,SEX,SEX_BTSX,2020,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_WQ5,,,57.9 [43.4-78.4],57.93217504,43.413745222,78.364966188,,2025-04-15T12:59:44.083+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
7720951,MDG_0000000007,COUNTRY,TUR,YEAR,EUR,Europe,SEX,SEX_BTSX,2021,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_TOTL,,,10.1 [9.0-11.4],10.072356563,8.982211559,11.365561268,,2025-04-15T12:59:44.083+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
7736219,MDG_0000000007,COUNTRY,IDN,YEAR,WPR,Western Pacific,SEX,SEX_BTSX,2023,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_WQ1,,,30.3 [21.7-41.8],30.276059006,21.67223045,41.774336335,,2025-04-15T12:59:44.083+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
7743706,MDG_0000000007,COUNTRY,BGD,YEAR,SEAR,South-East Asia,SEX,SEX_FMLE,2019,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_TOTL,,,30.2 [28.5-31.8],30.199027092,28.515659417,31.760734838,,2025-04-15T12:59:44.083+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
7744391,MDG_0000000007,COUNTRY,GHA,YEAR,AFR,Africa,SEX,SEX_BTSX,2012,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_WQ4,,,55.1 [49.2-61.6],55.124050588,49.207126452,61.573404633,,2025-04-15T12:59:44.083+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
7745502,MDG_0000000007,COUNTRY,UGA,YEAR,AFR,Africa,SEX,SEX_BTSX,2012,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_WQ5,,,48.3 [41.8-55.3],48.303291904,41.803001577,55.343683455,,2025-04-15T12:59:44.083+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
7755892,MDG_0000000007,COUNTRY,UGA,YEAR,AFR,Africa,SEX,SEX_BTSX,2015,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_WQ4,,,54.5 [45.9-64.8],54.547380611,45.866596624,64.847840187,,2025-04-15T12:59:44.083+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
7759612,MDG_0000000007,COUNTRY,RWA,YEAR,AFR,Africa,SEX,SEX_FMLE,2023,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_TOTL,,,36.1 [27.9-46.7],36.115174056,27.897049286,46.69906789,,2025-04-15T12:59:44.083+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
7764852,MDG_0000000007,COUNTRY,BGD,YEAR,SEAR,South-East Asia,SEX,SEX_BTSX,2013,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_WQ4,,,37.4 [34.1-41.0],37.42791121,34.121235903,41.003101063,,2025-04-15T12:59:44.083+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
7768908,MDG_0000000007,COUNTRY,GHA,YEAR,AFR,Africa,SEX,SEX_MLE,2013,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_TOTL,,,63.0 [58.3-68.1],62.972146733,58.252015951,68.053525294,,2025-04-15T12:59:44.083+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
7782525,MDG_0000000007,COUNTRY,PHL,YEAR,WPR,Western Pacific,SEX,SEX_BTSX,2017,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_WQ5,,,14.4 [11.5-18.0],14.367359335,11.487431512,17.988508751,,2025-04-15T12:59:44.083+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
7787700,MDG_0000000007,COUNTRY,CHL,YEAR,AMR,Americas,SEX,SEX_FMLE,2019,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_TOTL,,,6.4 [6.2-6.6],6.392643018,6.200785839,6.590678198,,2025-04-15T12:59:44.083+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
7795109,MDG_0000000007,COUNTRY,EGY,YEAR,EMR,Eastern Mediterranean,SEX,SEX_BTSX,2013,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_WQ2,,,27.6 [22.7-33.6],27.649677276,22.69643893,33.586582726,,2025-04-15T12:59:44.083+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
7795803,MDG_0000000007,COUNTRY,CHL,YEAR,AMR,Americas,SEX,SEX_BTSX,2018,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_TOTL,,,7.2 [7.1-7.4],7.244347432,7.080669145,7.407448213,,2025-04-15T12:59:44.083+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
7796681,MDG_0000000007,COUNTRY,PHL,YEAR,WPR,Western Pacific,SEX,SEX_BTSX,2022,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_WQ1,,,40.4 [30.9-53.5],40.437588742,30.863683176,53.533510578,,2025-04-15T12:59:44.083+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
7803433,MDG_0000000007,COUNTRY,MDG,YEAR,AFR,Africa,SEX,SEX_BTSX,2023,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_TOTL,,,64.8 [51.6-82.6],64.770795531,51.554782387,82.579397318,,2025-04-15T12:59:44.083+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
7810857,MDG_0000000007,COUNTRY,IND,YEAR,SEAR,South-East Asia,SEX,SEX_BTSX,2011,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_WQ3,,,55.0 [51.5-58.7],55.011596088,51.545645003,58.689899064,The UN IGME estimates are not the official statistics of India. The Sample Registration System (SRS) of ORGI is the official data source of India for all mortality estimates.,2025-04-15T12:59:44.083+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
7811744,MDG_0000000007,COUNTRY,KEN,YEAR,AFR,Africa,SEX,SEX_FMLE,2012,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_TOTL,,,46.1 [42.3-50.4],46.061816672,42.270790065,50.407865814,,2025-04-15T12:59:44.083+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
7815020,MDG_0000000007,COUNTRY,UGA,YEAR,AFR,Africa,SEX,SEX_BTSX,2020,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_WQ2,,,47.3 [33.9-65.5],47.323190133,33.919312517,65.509768219,,2025-04-15T12:59:44.083+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
7815238,MDG_0000000007,COUNTRY,UGA,YEAR,AFR,Africa,SEX,SEX_BTSX,2018,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_WQ3,,,46.9 [36.6-60.2],46.89861571,36.583445451,60.21529269,,2025-04-15T12:59:44.083+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
7816548,MDG_0000000007,COUNTRY,KEN,YEAR,AFR,Africa,SEX,SEX_BTSX,2022,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_WQ5,,,31.8 [25.9-39.3],31.796641434,25.946680978,39.314486763,,2025-04-15T12:59:44.083+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
7819263,MDG_0000000007,COUNTRY,IND,YEAR,SEAR,South-East Asia,SEX,SEX_BTSX,2013,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_WQ2,,,59.2 [55.0-63.7],59.209157857,54.994354612,63.666909938,The UN IGME estimates are not the official statistics of India. The Sample Registration System (SRS) of ORGI is the official data source of India for all mortality estimates.,2025-04-15T12:59:44.083+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
7824852,MDG_0000000007,COUNTRY,KOR,YEAR,WPR,Western Pacific,SEX,SEX_FMLE,2013,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_TOTL,,,3.4 [3.3-3.5],3.418331869,3.333567939,3.506517702,,2025-04-15T12:59:44.083+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
7826524,MDG_0000000007,COUNTRY,TUR,YEAR,EUR,Europe,SEX,SEX_BTSX,2014,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_WQ4,,,11.6 [9.7-13.7],11.619543486,9.664660845,13.701802645,,2025-04-15T12:59:44.083+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
7831326,MDG_0000000007,COUNTRY,COL,YEAR,AMR,Americas,SEX,SEX_BTSX,2019,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_WQ1,,,18.8 [13.1-26.6],18.767930264,13.121849334,26.592325823,,2025-04-15T12:59:44.083+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
7840271,MDG_0000000007,COUNTRY,TUR,YEAR,EUR,Europe,SEX,SEX_BTSX,2016,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_WQ2,,,14.1 [12.1-16.2],14.085171166,12.110254931,16.192035948,,2025-04-15T12:59:44.083+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
7842569,MDG_0000000007,COUNTRY,NGA,YEAR,AFR,Africa,SEX,SEX_MLE,2012,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_TOTL,,,136.9 [123.3-152.4],136.925394123,123.321695218,152.422201025,,2025-04-15T12:59:44.083+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
7857279,MDG_0000000007,COUNTRY,BGD,YEAR,SEAR,South-East Asia,SEX,SEX_BTSX,2010,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_TOTL,,,48.9 [47.2-50.8],48.905939843,47.152909516,50.762346743,,2025-04-15T12:59:44.083+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
7859004,MDG_0000000007,COUNTRY,RWA,YEAR,AFR,Africa,SEX,SEX_BTSX,2016,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_WQ1,,,58.1 [47.2-71.2],58.084219464,47.161829252,71.192158692,,2025-04-15T12:59:44.083+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
7862590,MDG_0000000007,COUNTRY,KOR,YEAR,WPR,Western Pacific,SEX,SEX_FMLE,2011,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_TOTL,,,3.6 [3.6-3.7],3.645171404,3.556050678,3.736683281,,2025-04-15T12:59:44.083+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
7864012,MDG_0000000007,COUNTRY,IND,YEAR,SEAR,South-East Asia,SEX,SEX_BTSX,2018,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_WQ3,,,36.0 [32.9-39.2],35.980381993,32.870022572,39.184999285,The UN IGME estimates are not the official statistics of India. The Sample Registration System (SRS) of ORGI is the official data source of India for all mortality estimates.,2025-04-15T12:59:44.083+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
7875585,MDG_0000000007,COUNTRY,NGA,YEAR,AFR,Africa,SEX,SEX_BTSX,2018,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_WQ3,,,130.7 [105.2-164.9],130.70531545,105.24967201,164.858518391,,2025-04-15T12:59:44.083+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
7879528,MDG_0000000007,COUNTRY,KOR,YEAR,WPR,Western Pacific,SEX,SEX_BTSX,2019,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_TOTL,,,3.1 [3.1-3.2],3.134683653,3.060452817,3.210858587,,2025-04-15T12:59:44.083+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
7888741,MDG_0000000007,COUNTRY,JPN,YEAR,WPR,Western Pacific,SEX,SEX_MLE,2019,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_TOTL,,,2.6 [2.5-2.6],2.574407808,2.513882756,2.63425506,,2025-04-15T12:59:44.083+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
7890255,MDG_0000000007,COUNTRY,IDN,YEAR,WPR,Western Pacific,SEX,SEX_BTSX,2019,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_TOTL,,,23.6 [19.8-28.4],23.612113632,19.794297596,28.366336894,,2025-04-15T12:59:44.083+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
7896344,MDG_0000000007,COUNTRY,PHL,YEAR,WPR,Western Pacific,SEX,SEX_BTSX,2020,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_WQ3,,,28.0 [22.8-34.8],27.99482052,22.772967281,34.77805383,,2025-04-15T12:59:44.083+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
7900687,MDG_0000000007,COUNTRY,POL,YEAR,EUR,Europe,SEX,SEX_BTSX,2018,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_TOTL,,,4.5 [4.4-4.6],4.5327282,4.441878475,4.6234921,,2025-04-15T12:59:44.083+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
7901792,MDG_0000000007,COUNTRY,THA,YEAR,SEAR,South-East Asia,SEX,SEX_MLE,2010,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_TOTL,,,15.6 [13.1-17.4],15.646752824,13.126536916,17.364505724,,2025-04-15T12:59:44.083+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
7901959,MDG_0000000007,COUNTRY,MDG,YEAR,AFR,Africa,SEX,SEX_BTSX,2020,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_WQ3,,,70.7 [59.7-83.8],70.749826764,59.660083903,83.807268074,,2025-04-15T12:59:44.083+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
7902636,MDG_0000000007,COUNTRY,EGY,YEAR,EMR,Eastern Mediterranean,SEX,SEX_MLE,2011,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_TOTL,,,28.9 [25.4-33.1],28.89700939,25.352257889,33.136334697,,2025-04-15T12:59:44.083+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
7903879,MDG_0000000007,COUNTRY,KEN,YEAR,AFR,Africa,SEX,SEX_MLE,2012,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_TOTL,,,56.1 [51.5-61.2],56.104900167,51.522217783,61.162705196,,2025-04-15T12:59:44.083+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
7907194,MDG_0000000007,COUNTRY,MEX,YEAR,AMR,Americas,SEX,SEX_BTSX,2021,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_TOTL,,,13.3 [11.4-15.4],13.323995899,11.394773731,15.446176343,,2025-04-15T12:59:44.083+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
7909918,MDG_0000000007,COUNTRY,PHL,YEAR,WPR,Western Pacific,SEX,SEX_BTSX,2021,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_WQ3,,,27.8 [22.2-35.3],27.753604331,22.167672131,35.34455497,,2025-04-15T12:59:44.083+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
7913041,MDG_0000000007,COUNTRY,AFG,YEAR,EMR,Eastern Mediterranean,SEX,SEX_BTSX,2010,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_WQ2,,,98.1 [87.7-109.1],98.069481686,87.691384188,109.139890184,,2025-04-15T12:59:44.083+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
7920092,MDG_0000000007,COUNTRY,ZAF,YEAR,AFR,Africa,SEX,SEX_MLE,2017,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_TOTL,,,38.5 [35.8-41.2],38.478972232,35.79229534,41.236568344,,2025-04-15T12:59:44.083+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
7920927,MDG_0000000007,COUNTRY,ZAF,YEAR,AFR,Africa,SEX,SEX_BTSX,2012,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_WQ5,,,25.4 [19.4-32.8],25.447029155,19.41706428,32.784954253,,2025-04-15T12:59:44.083+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
7921237,MDG_0000000007,COUNTRY,ZAF,YEAR,AFR,Africa,SEX,SEX_BTSX,2020,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_WQ1,,,47.8 [40.1-56.3],47.758983083,40.145272596,56.269012046,,2025-04-15T12:59:44.083+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
7925666,MDG_0000000007,COUNTRY,NGA,YEAR,AFR,Africa,SEX,SEX_BTSX,2012,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_WQ5,,,66.4 [58.5-75.4],66.419155915,58.515654163,75.438309867,,2025-04-15T12:59:44.083+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
7936610,MDG_0000000007,COUNTRY,JPN,YEAR,WPR,Western Pacific,SEX,SEX_MLE,2023,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_TOTL,,,2.5 [2.4-2.6],2.473825133,2.386099069,2.563367226,,2025-04-15T12:59:44.083+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
7942215,MDG_0000000007,COUNTRY,ZAF,YEAR,AFR,Africa,SEX,SEX_BTSX,2021,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_TOTL,,,34.1 [31.8-36.6],34.135598429,31.781313611,36.557302262,,2025-04-15T12:59:44.083+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
7948645,MDG_0000000007,COUNTRY,UGA,YEAR,AFR,Africa,SEX,SEX_FMLE,2013,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_TOTL,,,56.2 [50.5-62.6],56.184189854,50.54154421,62.58460736,,2025-04-15T12:59:44.083+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
7956197,MDG_0000000007,COUNTRY,BGD,YEAR,SEAR,South-East Asia,SEX,SEX_BTSX,2010,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_WQ3,,,50.1 [47.0-53.3],50.122022576,47.002212832,53.346019288,,2025-04-15T12:59:44.083+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
7962331,MDG_0000000007,COUNTRY,MDG,YEAR,AFR,Africa,SEX,SEX_MLE,2013,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_TOTL,,,72.0 [64.7-80.0],71.993599109,64.686366086,79.963429739,,2025-04-15T12:59:44.083+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
7969460,MDG_0000000007,COUNTRY,POL,YEAR,EUR,Europe,SEX,SEX_MLE,2010,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_TOTL,,,6.5 [6.4-6.7],6.507168669,6.357138652,6.658068135,,2025-04-15T12:59:44.083+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
7970413,MDG_0000000007,COUNTRY,PAK,YEAR,EMR,Eastern Mediterranean,SEX,SEX_BTSX,2018,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_TOTL,,,68.8 [61.6-77.0],68.773547102,61.570836038,76.972417156,,2025-04-15T12:59:44.083+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
7984684,MDG_0000000007,COUNTRY,MDG,YEAR,AFR,Africa,SEX,SEX_BTSX,2014,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_WQ3,,,71.0 [62.7-79.7],70.953972216,62.701766116,79.7184186,,2025-04-15T12:59:44.083+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
7985915,MDG_0000000007,COUNTRY,KEN,YEAR,AFR,Africa,SEX,SEX_BTSX,2010,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_WQ4,,,49.6 [43.9-56.0],49.608936296,43.914380567,55.955086523,,2025-04-15T12:59:44.083+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
7989772,MDG_0000000007,COUNTRY,EGY,YEAR,EMR,Eastern Mediterranean,SEX,SEX_BTSX,2012,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_WQ2,,,28.8 [24.1-34.3],28.835588158,24.139686057,34.287701845,,2025-04-15T12:59:44.083+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
7993221,MDG_0000000007,COUNTRY,IND,YEAR,SEAR,South-East Asia,SEX,SEX_BTSX,2023,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_WQ1,,,42.2 [35.1-50.1],42.221555137,35.120873601,50.110890591,The UN IGME estimates are not the official statistics of India. The Sample Registration System (SRS) of ORGI is the official data source of India for all mortality estimates.,2025-04-15T12:59:44.083+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
8008280,MDG_0000000007,COUNTRY,POL,YEAR,EUR,Europe,SEX,SEX_BTSX,2011,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_TOTL,,,5.7 [5.6-5.8],5.682135463,5.56888884,5.792873394,,2025-04-15T12:59:44.083+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
8009387,MDG_0000000007,COUNTRY,IND,YEAR,SEAR,South-East Asia,SEX,SEX_FMLE,2015,AGEGROUP,AGEGROUP_YEARSUNDER5,WEALTHQUINTILE,WEALTHQUINTILE_TOTL,,,45.0 [42.5-47.4],44.954448934,42.508610053,47.427572291,The UN IGME estimates are not the official statistics of India. The Sample Registration System (SRS) of ORGI is the official data source of India for all mortality estimates.,2025-04-15T12:59:44.083+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
